Fecha,Estado,Grupo_social,Tematica,Total_poblacion,Bajo_umbral_pobreza,Porcentaje_pobreza,Origen_dato
2022-01-01,Tennessee,Personas mayores,Edad,1189248,130547,0.11,Original
2022-01-01,Texas,Personas mayores,Edad,3946613,485314,0.123,Original
2022-01-01,Utah,Personas mayores,Edad,398725,29706,0.075,Original
2022-01-01,Vermont,Personas mayores,Edad,136382,10748,0.079,Original
2022-01-01,Virginia,Personas mayores,Edad,1428919,125004,0.087,Original
2022-01-01,Washington,Personas mayores,Edad,1286330,119385,0.093,Original
2022-01-01,West Virginia,Personas mayores,Edad,366944,44229,0.121,Original
2022-01-01,Wisconsin,Personas mayores,Edad,1076890,102959,0.096,Original
2022-01-01,Wyoming,Personas mayores,Edad,105436,10335,0.098,Original
2022-01-01,Puerto Rico,Personas mayores,Edad,747870,300932,0.402,Original
2022-01-01,Alabama,Masculino,Sexo,2383686,346779,0.145,Original
2022-01-01,Alaska,Masculino,Sexo,373213,38292,0.103,Original
2022-01-01,Arizona,Masculino,Sexo,3583600,410809,0.115,Original
2022-01-01,Arkansas,Masculino,Sexo,1453149,217276,0.15,Original
2022-01-01,California,Masculino,Sexo,19102598,2140110,0.112,Original
2022-01-01,Colorado,Masculino,Sexo,2890466,252245,0.087,Original
2022-01-01,Connecticut,Masculino,Sexo,1722473,147524,0.086,Original
2022-01-01,Delaware,Masculino,Sexo,482910,42228,0.087,Original
2022-01-01,District of Columbia,Masculino,Sexo,306351,38164,0.125,Original
2022-01-01,Florida,Masculino,Sexo,10683589,1233304,0.115,Original
2022-01-01,Georgia,Masculino,Sexo,5162167,588034,0.114,Original
2022-01-01,Hawaii,Masculino,Sexo,699232,66452,0.095,Original
2022-01-01,Idaho,Masculino,Sexo,948085,94512,0.1,Original
2022-01-01,Illinois,Masculino,Sexo,6067298,648430,0.107,Original
2022-01-01,Indiana,Masculino,Sexo,3290366,374614,0.114,Original
2022-01-01,Iowa,Masculino,Sexo,1557435,152184,0.098,Original
2022-01-01,Kansas,Masculino,Sexo,1423434,158006,0.111,Original
2022-01-01,Kentucky,Masculino,Sexo,2160994,319718,0.14800000000000002,Original
2022-01-01,Louisiana,Masculino,Sexo,2170129,359130,0.165,Original
2022-01-01,Maine,Masculino,Sexo,665167,65339,0.098,Original
2022-01-01,Maryland,Masculino,Sexo,2935998,250762,0.085,Original
2022-01-01,Massachusetts,Masculino,Sexo,3314931,315997,0.095,Original
2022-01-01,Michigan,Masculino,Sexo,4862688,589204,0.121,Original
2022-01-01,Minnesota,Masculino,Sexo,2810921,245967,0.08800000000000001,Original
2022-01-01,Mississippi,Masculino,Sexo,1365407,239134,0.175,Original
2022-01-01,Missouri,Masculino,Sexo,2951831,353342,0.12,Original
2022-01-01,Montana,Masculino,Sexo,553519,63054,0.114,Original
2022-01-01,Nebraska,Masculino,Sexo,961506,95481,0.099,Original
2022-01-01,Nevada,Masculino,Sexo,1573398,173103,0.11,Original
2022-01-01,New Hampshire,Masculino,Sexo,678903,42481,0.063,Original
2022-01-01,New Jersey,Masculino,Sexo,4473003,391300,0.087,Original
2022-01-01,New Mexico,Masculino,Sexo,1020142,162684,0.159,Original
2022-01-01,New York,Masculino,Sexo,9375675,1242009,0.132,Original
2022-01-01,North Carolina,Masculino,Sexo,5062216,580369,0.115,Original
2022-01-01,North Dakota,Masculino,Sexo,383826,38456,0.1,Original
2022-01-01,Ohio,Masculino,Sexo,5653513,673690,0.119,Original
2022-01-01,Oklahoma,Masculino,Sexo,1928440,273186,0.142,Original
2022-01-01,Oregon,Masculino,Sexo,2078314,226803,0.109,Original
2022-01-01,Pennsylvania,Masculino,Sexo,6179670,652419,0.106,Original
2022-01-01,Rhode Island,Masculino,Sexo,514527,50658,0.098,Original
2022-01-01,South Carolina,Masculino,Sexo,2481862,313217,0.126,Original
2022-01-01,South Dakota,Masculino,Sexo,445356,49500,0.111,Original
2022-01-01,Tennessee,Masculino,Sexo,3374987,399241,0.118,Original
2022-01-01,Texas,Masculino,Sexo,14628253,1825732,0.125,Original
2022-01-01,Utah,Masculino,Sexo,1687939,123816,0.073,Original
2022-01-01,Vermont,Masculino,Sexo,311514,29341,0.094,Original
2022-01-01,Virginia,Masculino,Sexo,4156778,391111,0.094,Original
2022-01-01,Washington,Masculino,Sexo,3851880,349071,0.091,Original
2022-01-01,West Virginia,Masculino,Sexo,848481,140561,0.166,Original
2022-01-01,Wisconsin,Masculino,Sexo,2890242,276464,0.096,Original
2022-01-01,Wyoming,Masculino,Sexo,289966,30338,0.105,Original
2022-01-01,Puerto Rico,Masculino,Sexo,1509567,594644,0.394,Original
2022-01-01,Alabama,Femenino,Sexo,2545509,453616,0.17800000000000002,Original
2022-01-01,Alaska,Femenino,Sexo,342381,40316,0.118,Original
2022-01-01,Arizona,Femenino,Sexo,3627201,487043,0.134,Original
2022-01-01,Arkansas,Femenino,Sexo,1504949,279035,0.185,Original
2022-01-01,California,Femenino,Sexo,19205120,2530214,0.132,Original
2022-01-01,Colorado,Femenino,Sexo,2836913,288272,0.102,Original
2022-01-01,Connecticut,Femenino,Sexo,1791634,198171,0.111,Original
2022-01-01,Delaware,Femenino,Sexo,512197,51057,0.1,Original
2022-01-01,District of Columbia,Femenino,Sexo,336502,47512,0.141,Original
2022-01-01,Florida,Femenino,Sexo,11080777,1529375,0.138,Original
2022-01-01,Georgia,Femenino,Sexo,5492973,760310,0.138,Original
2022-01-01,Hawaii,Femenino,Sexo,703497,75926,0.108,Original
2022-01-01,Idaho,Femenino,Sexo,941346,108005,0.115,Original
2022-01-01,Illinois,Femenino,Sexo,6238721,821213,0.132,Original
2022-01-01,Indiana,Femenino,Sexo,3354647,459936,0.13699999999999998,Original
2022-01-01,Iowa,Femenino,Sexo,1546108,187683,0.121,Original
2022-01-01,Kansas,Femenino,Sexo,1429467,184664,0.129,Original
2022-01-01,Kentucky,Femenino,Sexo,2228498,403147,0.181,Original
2022-01-01,Louisiana,Femenino,Sexo,2297487,470435,0.205,Original
2022-01-01,Maine,Femenino,Sexo,682331,79822,0.117,Original
2022-01-01,Maryland,Femenino,Sexo,3106927,330986,0.107,Original
2022-01-01,Massachusetts,Femenino,Sexo,3448407,384159,0.111,Original
2022-01-01,Michigan,Femenino,Sexo,4965742,726695,0.146,Original
2022-01-01,Minnesota,Femenino,Sexo,2788849,294112,0.105,Original
2022-01-01,Mississippi,Femenino,Sexo,1476038,304970,0.207,Original
2022-01-01,Missouri,Femenino,Sexo,3053711,437688,0.14300000000000002,Original
2022-01-01,Montana,Femenino,Sexo,544654,70179,0.129,Original
2022-01-01,Nebraska,Femenino,Sexo,958511,120357,0.126,Original
2022-01-01,Nevada,Femenino,Sexo,1565740,217745,0.139,Original
2022-01-01,New Hampshire,Femenino,Sexo,680991,55576,0.08199999999999999,Original
2022-01-01,New Jersey,Femenino,Sexo,4630151,490745,0.106,Original
2022-01-01,New Mexico,Femenino,Sexo,1051891,202041,0.192,Original
2022-01-01,New York,Femenino,Sexo,9809414,1492810,0.152,Original
2022-01-01,North Carolina,Femenino,Sexo,5355003,748788,0.14,Original
2022-01-01,North Dakota,Femenino,Sexo,367420,47736,0.13,Original
2022-01-01,Ohio,Femenino,Sexo,5815007,867232,0.149,Original
2022-01-01,Oklahoma,Femenino,Sexo,1969116,337068,0.171,Original
2022-01-01,Oregon,Femenino,Sexo,2083236,277132,0.133,Original
2022-01-01,Pennsylvania,Femenino,Sexo,6373917,830946,0.13,Original
2022-01-01,Rhode Island,Femenino,Sexo,538117,63220,0.117,Original
2022-01-01,South Carolina,Femenino,Sexo,2658386,404131,0.152,Original
2022-01-01,South Dakota,Femenino,Sexo,434448,60389,0.139,Original
2022-01-01,Tennessee,Femenino,Sexo,3522311,516442,0.147,Original
2022-01-01,Texas,Femenino,Sexo,14788426,2287909,0.155,Original
2022-01-01,Utah,Femenino,Sexo,1641253,149236,0.091,Original
2022-01-01,Vermont,Femenino,Sexo,313256,35821,0.114,Original
2022-01-01,Virginia,Femenino,Sexo,4285659,500279,0.117,Original
2022-01-01,Washington,Femenino,Sexo,3800091,414398,0.109,Original
2022-01-01,West Virginia,Femenino,Sexo,873086,168264,0.193,Original
2022-01-01,Wisconsin,Femenino,Sexo,2873744,340573,0.119,Original
2022-01-01,Wyoming,Femenino,Sexo,277682,36605,0.132,Original
2022-01-01,Puerto Rico,Femenino,Sexo,1685487,738467,0.43799999999999994,Original
2022-01-01,Alabama,Blanco,Etnia,3229609,374176,0.116,Original
2022-01-01,Alaska,Blanco,Etnia,428541,33079,0.077,Original
2022-01-01,Arizona,Blanco,Etnia,4166921,406180,0.097,Original
2022-01-01,Arkansas,Blanco,Etnia,2048846,291486,0.142,Original
2022-01-01,California,Blanco,Etnia,14896256,1461810,0.098,Original
2022-01-01,Colorado,Blanco,Etnia,4031919,328589,0.081,Original
2022-01-01,Connecticut,Blanco,Etnia,2286907,161303,0.071,Original
2022-01-01,Delaware,Blanco,Etnia,598577,39462,0.066,Original
2022-01-01,District of Columbia,Blanco,Etnia,245455,14959,0.061,Original
2022-01-01,Florida,Blanco,Etnia,12181940,1238678,0.102,Original
2022-01-01,Georgia,Blanco,Etnia,5475758,501822,0.092,Original
2022-01-01,Hawaii,Blanco,Etnia,302296,29484,0.098,Original
2022-01-01,Idaho,Blanco,Etnia,1547703,150695,0.097,Original
2022-01-01,Illinois,Blanco,Etnia,7523449,650598,0.086,Original
2022-01-01,Indiana,Blanco,Etnia,5161329,541097,0.105,Original
2022-01-01,Iowa,Blanco,Etnia,2624939,244968,0.093,Original
2022-01-01,Kansas,Blanco,Etnia,2181640,227264,0.104,Original
2022-01-01,Kentucky,Blanco,Etnia,3657968,551284,0.151,Original
2022-01-01,Louisiana,Blanco,Etnia,2589868,332858,0.129,Original
2022-01-01,Maine,Blanco,Etnia,1227218,124895,0.102,Original
2022-01-01,Maryland,Blanco,Etnia,2926108,197739,0.068,Original
2022-01-01,Massachusetts,Blanco,Etnia,4662295,367182,0.079,Original
2022-01-01,Michigan,Blanco,Etnia,7293902,784809,0.108,Original
2022-01-01,Minnesota,Blanco,Etnia,4330763,317577,0.073,Original
2022-01-01,Mississippi,Blanco,Etnia,1593400,190069,0.119,Original
2022-01-01,Missouri,Blanco,Etnia,4673545,526844,0.113,Original
2022-01-01,Montana,Blanco,Etnia,936375,99244,0.106,Original
2022-01-01,Nebraska,Blanco,Etnia,1508379,142821,0.095,Original
2022-01-01,Nevada,Blanco,Etnia,1544622,155651,0.101,Original
2022-01-01,New Hampshire,Blanco,Etnia,1191435,82718,0.069,Original
2022-01-01,New Jersey,Blanco,Etnia,4920179,329814,0.067,Original
2022-01-01,New Mexico,Blanco,Etnia,963083,139390,0.145,Original
2022-01-01,New York,Blanco,Etnia,10604385,1083094,0.102,Original
2022-01-01,North Carolina,Blanco,Etnia,6497550,626370,0.096,Original
2022-01-01,North Dakota,Blanco,Etnia,627073,54749,0.087,Original
2022-01-01,Ohio,Blanco,Etnia,8856612,950167,0.107,Original
2022-01-01,Oklahoma,Blanco,Etnia,2547427,334985,0.131,Original
2022-01-01,Oregon,Blanco,Etnia,3105908,353450,0.114,Original
2022-01-01,Pennsylvania,Blanco,Etnia,9372558,834013,0.08900000000000001,Original
2022-01-01,Rhode Island,Blanco,Etnia,741109,55332,0.075,Original
2022-01-01,South Carolina,Blanco,Etnia,3280527,315319,0.096,Original
2022-01-01,South Dakota,Blanco,Etnia,711217,64712,0.091,Original
2022-01-01,Tennessee,Blanco,Etnia,5048234,552445,0.109,Original
2022-01-01,Texas,Blanco,Etnia,14007420,1434665,0.102,Original
2022-01-01,Utah,Blanco,Etnia,2638525,194479,0.07400000000000001,Original
2022-01-01,Vermont,Blanco,Etnia,569543,53970,0.095,Original
2022-01-01,Virginia,Blanco,Etnia,5094878,432820,0.085,Original
2022-01-01,Washington,Blanco,Etnia,5045523,438750,0.087,Original
2022-01-01,West Virginia,Blanco,Etnia,1562642,268663,0.172,Original
2022-01-01,Wisconsin,Blanco,Etnia,4642871,402310,0.087,Original
2022-01-01,Wyoming,Blanco,Etnia,480608,55317,0.115,Original
2022-01-01,Puerto Rico,Blanco,Etnia,841937,352796,0.419,Original
2022-01-01,Alabama,Negro o afroamericano,Etnia,1243592,332711,0.268,Original
2022-01-01,Alaska,Negro o afroamericano,Etnia,20644,5009,0.243,Original
2022-01-01,Arizona,Negro o afroamericano,Etnia,326164,53818,0.165,Original
2022-01-01,Arkansas,Negro o afroamericano,Etnia,415497,120455,0.29,Original
2022-01-01,California,Negro o afroamericano,Etnia,2033498,391403,0.192,Original
2022-01-01,Colorado,Negro o afroamericano,Etnia,224466,39986,0.17800000000000002,Original
2022-01-01,Connecticut,Negro o afroamericano,Etnia,367378,52564,0.14300000000000002,Original
2022-01-01,Delaware,Negro o afroamericano,Etnia,217401,30954,0.142,Original
2022-01-01,District of Columbia,Negro o afroamericano,Etnia,271812,57958,0.213,Original
2022-01-01,Florida,Negro o afroamericano,Etnia,3224666,622486,0.193,Original
2022-01-01,Georgia,Negro o afroamericano,Etnia,3286083,582255,0.177,Original
2022-01-01,Hawaii,Negro o afroamericano,Etnia,23746,2745,0.116,Original
2022-01-01,Idaho,Negro o afroamericano,Etnia,11947,3306,0.27699999999999997,Original
2022-01-01,Illinois,Negro o afroamericano,Etnia,1621744,412125,0.254,Original
2022-01-01,Indiana,Negro o afroamericano,Etnia,610970,152958,0.25,Original
2022-01-01,Iowa,Negro o afroamericano,Etnia,113235,38484,0.34,Original
2022-01-01,Kansas,Negro o afroamericano,Etnia,141597,28592,0.202,Original
2022-01-01,Kentucky,Negro o afroamericano,Etnia,326319,86948,0.266,Original
2022-01-01,Louisiana,Negro o afroamericano,Etnia,1373925,404064,0.294,Original
2022-01-01,Maine,Negro o afroamericano,Etnia,20513,5860,0.28600000000000003,Original
2022-01-01,Maryland,Negro o afroamericano,Etnia,1778583,234943,0.132,Original
2022-01-01,Massachusetts,Negro o afroamericano,Etnia,472958,82416,0.174,Original
2022-01-01,Michigan,Negro o afroamericano,Etnia,1278921,346648,0.271,Original
2022-01-01,Minnesota,Negro o afroamericano,Etnia,386438,95573,0.247,Original
2022-01-01,Mississippi,Negro o afroamericano,Etnia,1031365,302413,0.293,Original
2022-01-01,Missouri,Negro o afroamericano,Etnia,628980,153604,0.244,Original
2022-01-01,Nebraska,Negro o afroamericano,Etnia,87693,25148,0.287,Original
2022-01-01,Nevada,Negro o afroamericano,Etnia,289705,59944,0.207,Original
2022-01-01,New Hampshire,Negro o afroamericano,Etnia,17581,2087,0.119,Original
2022-01-01,New Jersey,Negro o afroamericano,Etnia,1132709,184569,0.163,Original
2022-01-01,New Mexico,Negro o afroamericano,Etnia,41840,7542,0.18,Original
2022-01-01,New York,Negro o afroamericano,Etnia,2730828,609101,0.223,Original
2022-01-01,North Carolina,Negro o afroamericano,Etnia,2106456,393592,0.187,Original
2022-01-01,North Dakota,Negro o afroamericano,Etnia,24147,7388,0.306,Original
2022-01-01,Ohio,Negro o afroamericano,Etnia,1363024,353589,0.259,Original
2022-01-01,Oklahoma,Negro o afroamericano,Etnia,254038,64337,0.253,Original
2022-01-01,Oregon,Negro o afroamericano,Etnia,78392,17057,0.218,Original
2022-01-01,Pennsylvania,Negro o afroamericano,Etnia,1282336,295367,0.23,Original
2022-01-01,Rhode Island,Negro o afroamericano,Etnia,57121,7715,0.135,Original
2022-01-01,South Carolina,Negro o afroamericano,Etnia,1281660,302447,0.236,Original
2022-01-01,South Dakota,Negro o afroamericano,Etnia,17266,3918,0.227,Original
2022-01-01,Tennessee,Negro o afroamericano,Etnia,1062938,223616,0.21,Original
2022-01-01,Texas,Negro o afroamericano,Etnia,3483497,687978,0.197,Original
2022-01-01,Utah,Negro o afroamericano,Etnia,35826,5137,0.14300000000000002,Original
2022-01-01,Vermont,Negro o afroamericano,Etnia,5741,1484,0.258,Original
2022-01-01,Virginia,Negro o afroamericano,Etnia,1555519,267701,0.172,Original
2022-01-01,Washington,Negro o afroamericano,Etnia,298945,50744,0.17,Original
2022-01-01,West Virginia,Negro o afroamericano,Etnia,50734,15566,0.307,Original
2022-01-01,Wisconsin,Negro o afroamericano,Etnia,336110,89044,0.265,Original
2022-01-01,Wyoming,Negro o afroamericano,Etnia,3652,1238,0.33899999999999997,Original
2022-01-01,Puerto Rico,Negro o afroamericano,Etnia,186017,77018,0.414,Original
2022-01-01,Alabama,Hispano o latino,Etnia,238512,65787,0.276,Original
2022-01-01,Alaska,Hispano o latino,Etnia,54244,5943,0.11,Original
2022-01-01,Arizona,Hispano o latino,Etnia,2345900,372860,0.159,Original
2022-01-01,Arkansas,Hispano o latino,Etnia,251032,51119,0.204,Original
2022-01-01,California,Hispano o latino,Etnia,15468911,2300778,0.149,Original
2022-01-01,Colorado,Hispano o latino,Etnia,1291049,169176,0.131,Original
2022-01-01,Connecticut,Hispano o latino,Etnia,642153,117875,0.184,Original
2022-01-01,Delaware,Hispano o latino,Etnia,102759,17624,0.172,Original
2022-01-01,District of Columbia,Hispano o latino,Etnia,76617,7931,0.104,Original
2022-01-01,Florida,Hispano o latino,Etnia,5938929,890209,0.15,Original
2022-01-01,Georgia,Hispano o latino,Etnia,1110626,184216,0.166,Original
2022-01-01,Hawaii,Hispano o latino,Etnia,152774,17611,0.115,Original
2022-01-01,Idaho,Hispano o latino,Etnia,254427,37487,0.147,Original
2022-01-01,Illinois,Hispano o latino,Etnia,2263480,306744,0.136,Original
2022-01-01,Indiana,Hispano o latino,Etnia,522232,94377,0.181,Original
2022-01-01,Iowa,Hispano o latino,Etnia,211890,31167,0.147,Original
2022-01-01,Kansas,Hispano o latino,Etnia,372821,71477,0.192,Original
2022-01-01,Kentucky,Hispano o latino,Etnia,180250,38092,0.211,Original
2022-01-01,Louisiana,Hispano o latino,Etnia,254329,51704,0.203,Original
2022-01-01,Maine,Hispano o latino,Etnia,26836,3563,0.133,Original
2022-01-01,Maryland,Hispano o latino,Etnia,694087,87462,0.126,Original
